Session Info
First Scan Start	2025-11-15 22:20 UTC
Last Scan End	2025-11-16 06:44 UTC
Total Size	2.45 GiB
# Files	884
# Scans	147
Total Obs. Time	6:51:01.600000
Total Obs. Span	8:24:16.900000
Min. Scan Duration	0:00:00.900000
Max. Scan Duration	0:03:00
Antenna Beam Intra-Scan Odometer	19.46°
Antenna Beam Odometer	None
Az. Scan Odometer	78.387 m
Az. Odometer	
Az. Displacement	


People
Observer	OPERATOR
Operators	Catherine Tounzen, Zack Graham


DSS Periods (2) 
DSS Session	PI	State	Start	Duration	Target	Receivers
GBT25A-474 - 04	Alberto Bolatto	Scheduled	2025-11-15 22:15 UTC	3.5	VV488NED02, NGC7047, UGC11717, UGC11792, NGC7025, NGC7550, MCG-01-01-012, UGC12274, MCG-01-52-012, NGC7194 (6.14, 0.14)	L
GBT25A-474 - 01	Alberto Bolatto	Scheduled	2025-11-16 01:45 UTC	5.0	NGC0681, NGC0991, NGC0787, UGC01368, UGC02229, UGC00335NED02, UGC02222, NGC0731 (0.69, 0.03)	L


Executed Astrid Scripts (4) 
Script Name	Start	End	Duration	State	Observer	# Scans	Script md5
25A474_operator	2025-11-15 22:15 UTC	2025-11-15 22:15 UTC	0:00:00	In Progress	OPERATOR	118	—
25A474_operator_scienceonly	2025-11-16 05:15 UTC	2025-11-16 05:17 UTC	0:02:56	Aborted	OPERATOR	1	—
25A474_operator_scienceonly	2025-11-16 05:18 UTC	2025-11-16 05:26 UTC	0:07:33	Aborted	OPERATOR	3	—
25A474_operator	2025-11-16 05:26 UTC	2025-11-16 06:45 UTC	1:18:26	Aborted	OPERATOR	25	—


Scans (147)
Start	End	Duration	#	Observer	Frontends	Backends	Object	Proc. Name	Proc. Type	# Subscans	Rest Freq.	Sky Freq.	Astrid Script
2025-11-15 23:23 UTC	2025-11-15 23:26 UTC	0:03:00	20	OPERATOR	Rcvr1_2	VEGAS	NGC7047	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-15 23:26 UTC	2025-11-15 23:29 UTC	0:03:00	21	OPERATOR	Rcvr1_2	VEGAS	NGC7047	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-15 23:30 UTC	2025-11-15 23:33 UTC	0:03:00	22	OPERATOR	Rcvr1_2	VEGAS	NGC7047	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-15 23:33 UTC	2025-11-15 23:36 UTC	0:03:00	23	OPERATOR	Rcvr1_2	VEGAS	NGC7047	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-15 23:36 UTC	2025-11-15 23:39 UTC	0:03:00	24	OPERATOR	Rcvr1_2	VEGAS	NGC7047	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-15 23:40 UTC	2025-11-15 23:43 UTC	0:03:00	25	OPERATOR	Rcvr1_2	VEGAS	NGC7047	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-15 23:43 UTC	2025-11-15 23:46 UTC	0:03:00	26	OPERATOR	Rcvr1_2	VEGAS	NGC7047	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-15 23:46 UTC	2025-11-15 23:49 UTC	0:03:00	27	OPERATOR	Rcvr1_2	VEGAS	NGC7047	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-15 23:51 UTC	2025-11-15 23:54 UTC	0:03:00	28	OPERATOR	Rcvr1_2	VEGAS	UGC11717	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-15 23:55 UTC	2025-11-15 23:58 UTC	0:03:00	29	OPERATOR	Rcvr1_2	VEGAS	UGC11717	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-15 23:58 UTC	2025-11-16 00:01 UTC	0:03:00	30	OPERATOR	Rcvr1_2	VEGAS	UGC11717	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 00:02 UTC	2025-11-16 00:05 UTC	0:03:00	31	OPERATOR	Rcvr1_2	VEGAS	UGC11717	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 00:05 UTC	2025-11-16 00:08 UTC	0:03:00	32	OPERATOR	Rcvr1_2	VEGAS	UGC11717	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 00:09 UTC	2025-11-16 00:12 UTC	0:03:00	33	OPERATOR	Rcvr1_2	VEGAS	UGC11717	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 00:12 UTC	2025-11-16 00:15 UTC	0:03:00	34	OPERATOR	Rcvr1_2	VEGAS	UGC11717	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 00:15 UTC	2025-11-16 00:18 UTC	0:03:00	35	OPERATOR	Rcvr1_2	VEGAS	UGC11717	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 00:19 UTC	2025-11-16 00:22 UTC	0:03:00	36	OPERATOR	Rcvr1_2	VEGAS	UGC11717	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 00:22 UTC	2025-11-16 00:25 UTC	0:03:00	37	OPERATOR	Rcvr1_2	VEGAS	UGC11717	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 00:27 UTC	2025-11-16 00:30 UTC	0:03:00	38	OPERATOR	Rcvr1_2	VEGAS	UGC11792	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 00:30 UTC	2025-11-16 00:33 UTC	0:03:00	39	OPERATOR	Rcvr1_2	VEGAS	UGC11792	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 00:34 UTC	2025-11-16 00:37 UTC	0:03:00	40	OPERATOR	Rcvr1_2	VEGAS	UGC11792	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 00:37 UTC	2025-11-16 00:40 UTC	0:03:00	41	OPERATOR	Rcvr1_2	VEGAS	UGC11792	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 00:40 UTC	2025-11-16 00:43 UTC	0:03:00	42	OPERATOR	Rcvr1_2	VEGAS	UGC11792	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 00:44 UTC	2025-11-16 00:47 UTC	0:03:00	43	OPERATOR	Rcvr1_2	VEGAS	UGC11792	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 00:47 UTC	2025-11-16 00:50 UTC	0:03:00	44	OPERATOR	Rcvr1_2	VEGAS	UGC11792	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 00:51 UTC	2025-11-16 00:54 UTC	0:03:00	45	OPERATOR	Rcvr1_2	VEGAS	UGC11792	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 00:54 UTC	2025-11-16 00:57 UTC	0:03:00	46	OPERATOR	Rcvr1_2	VEGAS	UGC11792	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 00:57 UTC	2025-11-16 01:00 UTC	0:03:00	47	OPERATOR	Rcvr1_2	VEGAS	UGC11792	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 01:02 UTC	2025-11-16 01:05 UTC	0:03:00	48	OPERATOR	Rcvr1_2	VEGAS	NGC7025	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 01:05 UTC	2025-11-16 01:08 UTC	0:03:00	49	OPERATOR	Rcvr1_2	VEGAS	NGC7025	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 01:09 UTC	2025-11-16 01:12 UTC	0:03:00	50	OPERATOR	Rcvr1_2	VEGAS	NGC7025	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 01:12 UTC	2025-11-16 01:15 UTC	0:03:00	51	OPERATOR	Rcvr1_2	VEGAS	NGC7025	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 01:15 UTC	2025-11-16 01:18 UTC	0:03:00	52	OPERATOR	Rcvr1_2	VEGAS	NGC7025	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 01:19 UTC	2025-11-16 01:22 UTC	0:03:00	53	OPERATOR	Rcvr1_2	VEGAS	NGC7025	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 01:22 UTC	2025-11-16 01:25 UTC	0:03:00	54	OPERATOR	Rcvr1_2	VEGAS	NGC7025	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 01:25 UTC	2025-11-16 01:28 UTC	0:03:00	55	OPERATOR	Rcvr1_2	VEGAS	NGC7025	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 01:29 UTC	2025-11-16 01:32 UTC	0:03:00	56	OPERATOR	Rcvr1_2	VEGAS	NGC7025	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 01:32 UTC	2025-11-16 01:35 UTC	0:03:00	57	OPERATOR	Rcvr1_2	VEGAS	NGC7025	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 01:37 UTC	2025-11-16 01:40 UTC	0:03:00	58	OPERATOR	Rcvr1_2	VEGAS	NGC7550	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 01:41 UTC	2025-11-16 01:44 UTC	0:03:00	59	OPERATOR	Rcvr1_2	VEGAS	NGC7550	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 01:44 UTC	2025-11-16 01:47 UTC	0:03:00	60	OPERATOR	Rcvr1_2	VEGAS	NGC7550	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 01:48 UTC	2025-11-16 01:51 UTC	0:03:00	61	OPERATOR	Rcvr1_2	VEGAS	NGC7550	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 01:51 UTC	2025-11-16 01:54 UTC	0:03:00	62	OPERATOR	Rcvr1_2	VEGAS	NGC7550	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 01:55 UTC	2025-11-16 01:58 UTC	0:03:00	63	OPERATOR	Rcvr1_2	VEGAS	NGC7550	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 01:58 UTC	2025-11-16 02:01 UTC	0:03:00	64	OPERATOR	Rcvr1_2	VEGAS	NGC7550	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 02:01 UTC	2025-11-16 02:04 UTC	0:03:00	65	OPERATOR	Rcvr1_2	VEGAS	NGC7550	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 02:05 UTC	2025-11-16 02:08 UTC	0:03:00	66	OPERATOR	Rcvr1_2	VEGAS	NGC7550	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 02:08 UTC	2025-11-16 02:11 UTC	0:03:00	67	OPERATOR	Rcvr1_2	VEGAS	NGC7550	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 02:13 UTC	2025-11-16 02:16 UTC	0:03:00	68	OPERATOR	Rcvr1_2	VEGAS	MCG-01-01-012	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 02:17 UTC	2025-11-16 02:20 UTC	0:03:00	69	OPERATOR	Rcvr1_2	VEGAS	MCG-01-01-012	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 02:20 UTC	2025-11-16 02:23 UTC	0:03:00	70	OPERATOR	Rcvr1_2	VEGAS	MCG-01-01-012	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 02:23 UTC	2025-11-16 02:26 UTC	0:03:00	71	OPERATOR	Rcvr1_2	VEGAS	MCG-01-01-012	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 02:27 UTC	2025-11-16 02:30 UTC	0:03:00	72	OPERATOR	Rcvr1_2	VEGAS	MCG-01-01-012	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 02:30 UTC	2025-11-16 02:33 UTC	0:03:00	73	OPERATOR	Rcvr1_2	VEGAS	MCG-01-01-012	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 02:33 UTC	2025-11-16 02:36 UTC	0:03:00	74	OPERATOR	Rcvr1_2	VEGAS	MCG-01-01-012	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 02:37 UTC	2025-11-16 02:40 UTC	0:03:00	75	OPERATOR	Rcvr1_2	VEGAS	MCG-01-01-012	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 02:40 UTC	2025-11-16 02:43 UTC	0:03:00	76	OPERATOR	Rcvr1_2	VEGAS	MCG-01-01-012	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 02:44 UTC	2025-11-16 02:47 UTC	0:03:00	77	OPERATOR	Rcvr1_2	VEGAS	MCG-01-01-012	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 02:49 UTC	2025-11-16 02:52 UTC	0:03:00	78	OPERATOR	Rcvr1_2	VEGAS	UGC12274	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 02:53 UTC	2025-11-16 02:56 UTC	0:03:00	79	OPERATOR	Rcvr1_2	VEGAS	UGC12274	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 02:56 UTC	2025-11-16 02:59 UTC	0:03:00	80	OPERATOR	Rcvr1_2	VEGAS	UGC12274	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 02:59 UTC	2025-11-16 03:02 UTC	0:03:00	81	OPERATOR	Rcvr1_2	VEGAS	UGC12274	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 03:03 UTC	2025-11-16 03:06 UTC	0:03:00	82	OPERATOR	Rcvr1_2	VEGAS	UGC12274	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 03:06 UTC	2025-11-16 03:09 UTC	0:03:00	83	OPERATOR	Rcvr1_2	VEGAS	UGC12274	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 03:10 UTC	2025-11-16 03:13 UTC	0:03:00	84	OPERATOR	Rcvr1_2	VEGAS	UGC12274	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 03:13 UTC	2025-11-16 03:16 UTC	0:03:00	85	OPERATOR	Rcvr1_2	VEGAS	UGC12274	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 03:16 UTC	2025-11-16 03:19 UTC	0:03:00	86	OPERATOR	Rcvr1_2	VEGAS	UGC12274	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 03:20 UTC	2025-11-16 03:23 UTC	0:03:00	87	OPERATOR	Rcvr1_2	VEGAS	UGC12274	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 03:25 UTC	2025-11-16 03:28 UTC	0:03:00	88	OPERATOR	Rcvr1_2	VEGAS	NGC7194	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 03:28 UTC	2025-11-16 03:31 UTC	0:03:00	89	OPERATOR	Rcvr1_2	VEGAS	NGC7194	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 03:31 UTC	2025-11-16 03:34 UTC	0:03:00	90	OPERATOR	Rcvr1_2	VEGAS	NGC7194	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 03:35 UTC	2025-11-16 03:38 UTC	0:03:00	91	OPERATOR	Rcvr1_2	VEGAS	NGC7194	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 03:38 UTC	2025-11-16 03:41 UTC	0:03:00	92	OPERATOR	Rcvr1_2	VEGAS	NGC7194	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 03:41 UTC	2025-11-16 03:44 UTC	0:03:00	93	OPERATOR	Rcvr1_2	VEGAS	NGC7194	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 03:44 UTC	2025-11-16 03:47 UTC	0:03:00	94	OPERATOR	Rcvr1_2	VEGAS	NGC7194	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 03:48 UTC	2025-11-16 03:51 UTC	0:03:00	95	OPERATOR	Rcvr1_2	VEGAS	NGC7194	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 03:51 UTC	2025-11-16 03:54 UTC	0:03:00	96	OPERATOR	Rcvr1_2	VEGAS	NGC7194	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 03:54 UTC	2025-11-16 03:57 UTC	0:03:00	97	OPERATOR	Rcvr1_2	VEGAS	NGC7194	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 04:01 UTC	2025-11-16 04:04 UTC	0:03:00	98	OPERATOR	Rcvr1_2	VEGAS	NGC0681	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 04:04 UTC	2025-11-16 04:07 UTC	0:03:00	99	OPERATOR	Rcvr1_2	VEGAS	NGC0681	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 04:07 UTC	2025-11-16 04:10 UTC	0:03:00	100	OPERATOR	Rcvr1_2	VEGAS	NGC0681	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
2025-11-16 04:11 UTC	2025-11-16 04:14 UTC	0:03:00	101	OPERATOR	Rcvr1_2	VEGAS	NGC0681	OnOff	SIMPLE	2	1.4 GHz	1.4 GHz	25A474_operator 2025-11-15 22:15:31+00:00
