spectral_axis flux uncertainty weight mask baseline
1435562803.8671875 0.020861488474437452 0.0 1.0 0 0.0
1435559752.109375 0.012088100986353633 0.0 1.0 0 0.0
1435556700.3515625 0.025996575264683745 0.0 1.0 0 0.0
1435553648.59375 0.02262275039933315 0.0 1.0 0 0.0
1435550596.8359375 0.009506606964312585 0.0 1.0 0 0.0
1435547545.078125 0.018624945225460317 0.0 1.0 0 0.0
1435544493.3203125 0.02039575373869644 0.0 1.0 0 0.0
1435541441.5625 0.02112908552756791 0.0 1.0 0 0.0
1435538389.8046875 0.0237456134201474 0.0 1.0 0 0.0
1435535338.046875 0.013138801773582348 0.0 1.0 0 0.0
1435532286.2890625 0.004313668657156879 0.0 1.0 0 0.0
1435529234.53125 0.021212417278979958 0.0 1.0 0 0.0
1435526182.7734375 0.0005425034238142243 0.0 1.0 0 0.0
1435523131.015625 0.017943994893224572 0.0 1.0 0 0.0
1435520079.2578125 0.02601455617582706 0.0 1.0 0 0.0
1435517027.5 0.01618523176114527 0.0 1.0 0 0.0
1435513975.7421875 0.026429867093974154 0.0 1.0 0 0.0
1435510923.984375 0.018406284738331526 0.0 1.0 0 0.0
1435507872.2265625 0.009014711352231369 0.0 1.0 0 0.0
1435504820.46875 0.012150202783180514 0.0 1.0 0 0.0
1435501768.7109375 0.014031933670453987 0.0 1.0 0 0.0
1435498716.953125 0.021409130203905356 0.0 1.0 0 0.0
1435495665.1953125 0.029092306544810546 0.0 1.0 0 0.0
1435492613.4375 0.013290847107494033 0.0 1.0 0 0.0
1435489561.6796875 0.023982765518742136 0.0 1.0 0 0.0
1435486509.921875 0.03250071644627747 0.0 1.0 0 0.0
1435483458.1640625 0.014994910162345058 0.0 1.0 0 0.0
1435480406.40625 0.012950418911472677 0.0 1.0 0 0.0
1435477354.6484375 0.017256447595303787 0.0 1.0 0 0.0
1435474302.890625 0.023420973148274765 0.0 1.0 0 0.0
1435471251.1328125 0.016704661295989787 0.0 1.0 0 0.0
1435468199.375 0.014264396756306134 0.0 1.0 0 0.0
1435465147.6171875 0.007224223410507328 0.0 1.0 0 0.0
1435462095.859375 0.023304320786542414 0.0 1.0 0 0.0
1435459044.1015625 0.017969403248180645 0.0 1.0 0 0.0
1435455992.34375 0.02504886622278777 0.0 1.0 0 0.0
1435452940.5859375 0.020691837134240915 0.0 1.0 0 0.0
1435449888.828125 0.01654667784529747 0.0 1.0 0 0.0
1435446837.0703125 0.022077410266517418 0.0 1.0 0 0.0
1435443785.3125 0.027857818960991446 0.0 1.0 0 0.0
1435440733.5546875 0.004152793137934784 0.0 1.0 0 0.0
1435437681.796875 0.010315281232440764 0.0 1.0 0 0.0
1435434630.0390625 0.028094289689011814 0.0 1.0 0 0.0
1435431578.28125 0.007171633168576059 0.0 1.0 0 0.0
1435428526.5234375 0.030333190581103356 0.0 1.0 0 0.0
1435425474.765625 0.019601550041066024 0.0 1.0 0 0.0
1435422423.0078125 0.01814702482151063 0.0 1.0 0 0.0
1435419371.25 0.012663302742909287 0.0 1.0 0 0.0
1435416319.4921875 0.03268243489301101 0.0 1.0 0 0.0
1435413267.734375 0.018987111668151237 0.0 1.0 0 0.0
1435410215.9765625 0.032951025840036605 0.0 1.0 0 0.0
1435407164.21875 0.02233734567195384 0.0 1.0 0 0.0
1435404112.4609375 0.025807497452361515 0.0 1.0 0 0.0
1435401060.703125 0.01977824033916903 0.0 1.0 0 0.0
1435398008.9453125 0.015288749468349391 0.0 1.0 0 0.0
1435394957.1875 0.01540972088131777 0.0 1.0 0 0.0
1435391905.4296875 0.01767455787087368 0.0 1.0 0 0.0
1435388853.671875 0.03529154346261134 0.0 1.0 0 0.0
1435385801.9140625 0.01723737654020546 0.0 1.0 0 0.0
1435382750.15625 0.005742037075778037 0.0 1.0 0 0.0
1435379698.3984375 0.03326827317619801 0.0 1.0 0 0.0
1435376646.640625 0.02266585585748249 0.0 1.0 0 0.0
1435373594.8828125 0.007601661291562843 0.0 1.0 0 0.0
1435370543.125 0.01491406590872398 0.0 1.0 0 0.0
1435367491.3671875 0.029110108019045768 0.0 1.0 0 0.0
1435364439.609375 0.014385366823427649 0.0 1.0 0 0.0
1435361387.8515625 0.017421164422686975 0.0 1.0 0 0.0
1435358336.09375 0.018011228243194743 0.0 1.0 0 0.0
1435355284.3359375 0.027917478414061767 0.0 1.0 0 0.0
1435352232.578125 0.023045558580549595 0.0 1.0 0 0.0
1435349180.8203125 0.020006342065246478 0.0 1.0 0 0.0
1435346129.0625 0.01774899812114446 0.0 1.0 0 0.0
1435343077.3046875 0.020854141797112726 0.0 1.0 0 0.0
1435340025.546875 0.016183319456097512 0.0 1.0 0 0.0
1435336973.7890625 0.013060337210528263 0.0 1.0 0 0.0
1435333922.03125 0.028150953529229302 0.0 1.0 0 0.0
1435330870.2734375 0.02651368135900991 0.0 1.0 0 0.0
1435327818.515625 0.013291741572897168 0.0 1.0 0 0.0
1435324766.7578125 0.0163449808458628 0.0 1.0 0 0.0
1435321715.0 0.014714628171155476 0.0 1.0 0 0.0
1435318663.2421875 0.021036468947651987 0.0 1.0 0 0.0
1435315611.484375 0.021079237078455954 0.0 1.0 0 0.0
1435312559.7265625 0.015628612507157563 0.0 1.0 0 0.0
1435309507.96875 0.019103710965760086 0.0 1.0 0 0.0
1435306456.2109375 0.013695963820267264 0.0 1.0 0 0.0
1435303404.453125 0.006738501783135318 0.0 1.0 0 0.0
1435300352.6953125 0.03085437287323424 0.0 1.0 0 0.0
1435297300.9375 0.01752281448009758 0.0 1.0 0 0.0
1435294249.1796875 0.024287086082795558 0.0 1.0 0 0.0
1435291197.421875 0.017128750535684998 0.0 1.0 0 0.0
1435288145.6640625 0.01782965206202982 0.0 1.0 0 0.0
1435285093.90625 0.02367690985779726 0.0 1.0 0 0.0
1435282042.1484375 0.016464328439692068 0.0 1.0 0 0.0
1435278990.390625 0.031474074231409424 0.0 1.0 0 0.0
1435275938.6328125 0.022323067628305267 0.0 1.0 0 0.0
1435272886.875 0.012043075242356975 0.0 1.0 0 0.0
1435269835.1171875 0.023864156441277814 0.0 1.0 0 0.0
1435266783.359375 0.018439327275041478 0.0 1.0 0 0.0
1435263731.6015625 0.030476614542745813 0.0 1.0 0 0.0
1435260679.84375 0.027429795507459723 0.0 1.0 0 0.0
1435257628.0859375 0.0072015832445008355 0.0 1.0 0 0.0
1435254576.328125 0.020360305078633574 0.0 1.0 0 0.0
1435251524.5703125 0.020988196507975024 0.0 1.0 0 0.0
1435248472.8125 0.011092870455953816 0.0 1.0 0 0.0
1435245421.0546875 0.024594825536369977 0.0 1.0 0 0.0
1435242369.296875 0.029969449794275408 0.0 1.0 0 0.0
1435239317.5390625 0.010469151192791402 0.0 1.0 0 0.0
1435236265.78125 0.009645325604445192 0.0 1.0 0 0.0
1435233214.0234375 0.02994518707804678 0.0 1.0 0 0.0
1435230162.265625 0.008257600844842967 0.0 1.0 0 0.0
1435227110.5078125 0.024783368276918807 0.0 1.0 0 0.0
1435224058.75 0.00878419415966269 0.0 1.0 0 0.0
1435221006.9921875 0.020462635457750226 0.0 1.0 0 0.0
1435217955.234375 0.029873447103912192 0.0 1.0 0 0.0
1435214903.4765625 0.01302511457082952 0.0 1.0 0 0.0
1435211851.71875 0.0207243661586044 0.0 1.0 0 0.0
1435208799.9609375 0.01973653472399672 0.0 1.0 0 0.0
1435205748.203125 0.014859137689603136 0.0 1.0 0 0.0
1435202696.4453125 0.025706273882432646 0.0 1.0 0 0.0
1435199644.6875 0.031148291737878645 0.0 1.0 0 0.0
1435196592.9296875 0.019848573476452094 0.0 1.0 0 0.0
1435193541.171875 0.021912821096647512 0.0 1.0 0 0.0
1435190489.4140625 0.01367402522501813 0.0 1.0 0 0.0
1435187437.65625 0.01875407107693139 0.0 1.0 0 0.0
1435184385.8984375 0.02838059252322863 0.0 1.0 0 0.0
1435181334.140625 0.02376482484102663 0.0 1.0 0 0.0
1435178282.3828125 0.019448054709870828 0.0 1.0 0 0.0
1435175230.625 0.016486282789062126 0.0 1.0 0 0.0
1435172178.8671875 0.01763058835295801 0.0 1.0 0 0.0
1435169127.109375 0.02087924371196657 0.0 1.0 0 0.0
1435166075.3515625 0.007217381049602942 0.0 1.0 0 0.0
1435163023.59375 0.024344573376555132 0.0 1.0 0 0.0
1435159971.8359375 0.01060986653877875 0.0 1.0 0 0.0
1435156920.078125 0.013730966499002129 0.0 1.0 0 0.0
1435153868.3203125 0.018090941745516762 0.0 1.0 0 0.0
